72,617.67,88,7.1,96,73,100,84,13.67,11
73,151.33,97,6.9,99,73,78,84,8.66,6
74,115,83,22.3,84,83,89,91,4,5
75,42.5,72,13.1,72,73,78,84,3.5,8
76,179,85,1.1,95,60,100,74,47,76
77,179.29,87,2.6,95,60,89,69,26,40
78,3610.2,96,1.4,99,67,100,77,6.4,97
79,123,96,14.6,99,83,89,91,68.5,6
80,198.5,72,15.1,72,83,89,91,6,4
81,265.4,99,1.5,100,67,100,82,35.2,11
82,130.33,63,7.8,63,73,78,84,14.66,65
83,100,94,36.3,98,73,100,84,1,1
84,196,69,9.7,70,73,78,80,44.75,94
85,47.27,61,20.3,62,67,78,82,2,3
86,431.33,85,9.4,95,67,78,72,6.66,8
87,43,47,3.6,47,80,100,83,5.17,95
88,215.6,91,15.9,97,73,100,84,5.4,37
89,271,63,2.7,64,67,89,72,152,84
90,215.5,95,3.6,95,78,50,89,15,11
91,107,83,31.3,84,73,100,84,3,7
92,122,90,3.9,97,73,78,80,1,94
93,307.75,71,2.1,71,73,78,84,2.37,4
94,498.5,91,4.8,91,60,89,82,31.17,7
95,283.74,86,3.3,87,53,89,66,96.78,5
96,136.94,26,3.1,26,67,78,82,4.44,64
97,210,89,15.7,96,73,100,84,5.8,38
98,91.8,97,24.7,99,73,78,84,8.8,10
99,1314.75,78,3.5,79,73,78,84,30.75,5
100,334.71,43,4.4,43,73,89,75,14.85,1
101,146.08,57,10.2,59,53,89,71,52.93,88
102,266.92,72,1.4,72,80,100,83,2.34,2
103,305.4,93,12.2,98,73,100,84,7.8,42
104,2561.33,87,1.2,96,67,78,72,28,40
105,388.5,73,2,73,58,100,72,1,97
106,239.33,88,9,96,83,78,91,7,7
107,154,90,23.9,97,73,78,80,9,9
108,297.38,71,1.9,72,73,89,75,6.38,66
109,542.87,26,4.4,26,53,100,66,32.94,32
110,83.33,39,1.7,40,80,78,78,1,63
111,332.25,78,5.9,78,73,89,88,140.25,92
112,239.22,85,7.7,86,53,89,66,53.22,12
113,401.62,86,8.1,95,60,78,74,0.77,61
114,114,86,17.9,86,73,89,84,3,8
115,320.4,89,12.3,96,73,100,84,9.2,35
116,223,91,3.9,97,73,100,84,33.4,4
117,2123,100,8.8,100,73,100,84,4,2
118,240.6,86,1.2,95,73,100,84,11,37
119,532.75,78,5.5,78,67,89,72,26,7
120,290.3,86,4.4,86,53,89,66,97.47,4
121,233.2,97,2.1,99,73,100,84,7.4,32
122,109.6,99,19.3,100,73,78,62,1,94
123,1021.5,65,3.1,65,73,89,75,4.83,66
124,197,95,0.8,98,58,100,75,6,35
125,333,83,14.9,84,83,89,93,6,7
126,496.43,48,0.8,48,67,89,72,338.86,90
127,239.05,97,8.8,99,67,78,77,37.38,3
128,2440.33,71,1.1,72,67,78,77,1883.33,6
129,203,57,1.2,59,67,89,72,110.5,83
130,261,36,0.9,37,60,89,69,13.67,12
131,148.56,99,2.3,100,73,89,75,98.67,9
132,311.25,56,7,56,83,89,91,7,24
133,115,83,22.8,84,73,100,84,4,11
134,180,95,14.6,99,73,100,84,23.5,88
135,4207.5,92,1.1,92,80,89,83,3881.25,11
136,136.71,90,3.8,97,60,78,74,5.23,93
137,293.5,70,2.5,70,73,89,80,13.5,95
138,162.25,78,9.1,78,73,89,84,7.25,93
139,689.42,34,1.1,34,67,89,72,236.75,87
140,120,87,24.2,95,67,89,82,2,7
141,490.5,89,4.1,96,73,100,80,4.5,9
142,1041,83,12.8,84,73,89,75,5,11
143,335.5,78,3.6,79,73,78,80,81,8
144,383.2,98,2.1,100,73,100,84,6.2,39
145,510,100,13.9,100,73,100,80,1,3
146,316.07,32,1,32,60,89,69,225,94
147,270.5,95,19.1,98,78,89,89,4.5,2
148,464.62,40,3.6,40,78,78,89,16.12,6
149,250.4,93,2,98,50,100,72,45.4,6
150,411.83,85,0.4,86,53,89,66,142.96,10
151,171,83,18.6,84,80,78,87,5,5
152,115,96,28,99,73,100,84,1,8
153,389,84,1,84,67,89,82,289,10
154,724.82,99,4.7,100,60,89,69,13.53,5
155,104.5,85,15.6,95,73,89,62,46.5,92
156,292,83,16.6,84,58,89,80,5,4
157,144.5,96,22.3,99,67,78,72,19.5,6
158,193.6,67,3.4,67,73,89,84,23.4,40
159,1423.5,47,2.2,47,78,89,89,162.5,7
160,42.5,72,13.2,72,73,78,84,2,12
161,570.5,99,8.3,99,67,100,83,484,3
162,500.71,92,2.2,93,67,89,58,233.85,86
163,136,83,21.4,84,83,78,91,6,11
164,324,86,23.1,95,73,100,80,21,2
165,1316.17,75,1.2,75,73,78,84,81,12
166,284.65,86,3.1,86,53,89,66,96.22,2
167,3484,87,5.8,96,73,100,84,4,41
168,119,61,2.9,62,53,67,71,5,6
169,113.75,100,1,100,73,78,84,6.75,38
170,63.8,99,18.1,100,73,78,84,1.8,95
171,180,83,13.5,84,73,78,84,7,9
172,1296,86,6.9,86,73,78,80,1,5
173,352,98,21.5,100,58,89,75,1,7
174,125,100,17.4,100,67,78,82,2,39
175,1987,56,1.9,57,60,89,79,7.73,89
176,724,85,13.1,95,50,89,72,2,8
177,585.5,97,1,99,60,100,74,19.5,77
178,470,99,0.5,100,60,100,79,14,9
179,227,92,0.9,97,58,100,75,8,34
180,252.35,85,5.3,86,53,89,66,53.96,6
181,551.79,80,1.8,81,53,67,76,6.93,8
182,58,95,16,98,73,78,80,1,5
183,718,86,3.3,87,67,78,82,54.5,2
184,67.25,56,15.5,56,78,89,89,4,10
185,130.14,88,20.5,96,80,78,83,19.28,1
186,204.6,96,1.9,99,58,100,75,7.8,33
187,339,87,11.7,95,67,78,72,48,3
188,305.8,88,13.5,96,58,100,75,6,33
189,56,97,9,99,73,78,84,1,35
190,100,99,19.8,100,73,100,84,30.5,2
191,789.8,98,2.2,95,73,89,62,593.2,4
192,324.67,97,4.1,98,80,78,87,77.67,42
193,149.67,86,11.2,95,73,100,84,82,3
194,417,86,6.5,86,73,100,84,230,5
195,60.05,77,9.1,77,67,100,77,4.1,11
196,143.33,88,15.7,88,73,100,80,8.66,61
197,501.79,28,4.8,28,73,67,80,88.36,40
198,274.52,86,4.3,86,53,89,66,87.3,11
199,116,89,12.9,89,67,78,72,1.5,7
200,667.11,38,2.1,38,73,89,75,82,39
201,163,91,33.2,97,73,100,84,1,6
202,146.5,90,17.6,97,73,100,80,3,8
203,127,90,23.1,96,67,100,83,9,10
204,134.08,97,15.4,99,73,100,84,10.16,20
205,597.5,98,3.7,100,60,100,74,43.5,66
206,182.33,100,11.6,100,73,100,84,63.33,91
207,121.67,99,9.6,100,73,100,84,0.67,65
208,219.2,85,0.9,95,58,100,75,7.6,36
209,175,92,4.3,97,73,78,84,13,2
210,135.67,93,2.4,98,58,67,75,21.84,5
211,334,92,1.5,97,67,100,82,38.8,11
212,51.5,100,1.8,100,73,78,80,2,32
213,207.2,85,1.1,95,73,100,84,7,36
214,4480.8,52,1,53,50,78,66,1652.4,8
215,154,71,14.4,72,73,89,80,5.5,5
216,123.92,97,15.6,99,73,100,80,15.5,1
217,669.1,56,1.3,57,60,89,69,3.2,64
218,243,98,25.6,100,73,100,84,1,6
219,126.67,94,9.5,98,73,100,84,0.67,94
220,114.5,95,14.2,99,67,78,77,0.6,93
221,65.4,92,6.8,92,67,100,77,8.25,3
222,196,88,9.8,96,73,78,84,37,8
223,148.95,89,10.8,96,67,100,77,6.73,10
224,166.63,99,9.6,100,67,100,82,33.55,58
225,306.8,90,12.7,97,73,100,84,9,35
226,223.6,100,0.7,100,73,100,84,6,37
227,229.79,89,7.4,89,67,100,77,41.32,2
228,219,56,10.4,56,60,78,69,67,40
229,236.67,63,6.4,63,53,89,66,8.67,67
230,460,56,2.6,57,60,78,79,107.5,9
231,248.8,88,1.1,96,67,100,82,42.4,8
232,220.6,90,1.3,96,73,100,84,9.2,37
233,242.4,89,1.1,96,73,100,84,7.6,34
234,257.5,100,3.4,100,73,78,84,1,35
235,170,85,3.1,95,60,100,79,48.25,87
236,87.14,87,20.5,95,67,89,58,0.71,41
237,219,99,16.4,99,80,100,83,1,2
238,122,86,14.5,86,67,78,82,3,4
239,228.6,100,14.1,100,73,100,84,9.8,36
240,187.75,64,8.1,65,73,78,75,63,86
241,184.74,62,7.9,62,67,67,77,19.3,10
242,1104.67,47,3.1,47,83,89,91,29.84,1
243,276,88,1.6,96,67,100,82,32.8,4
244,316.3,84,2,85,53,89,66,120.13,12
245,63.25,98,25.6,100,67,78,66,10.25,30
246,140.5,97,18,99,73,78,84,50,40
247,167.5,86,16.1,86,73,78,84,2,91
248,287.22,86,5.5,86,53,89,66,77.57,7
249,244,86,26.7,95,83,100,91,2,9
250,1138.33,88,4.7,88,73,100,80,402.33,11
251,154,98,14,99,73,100,80,3,4
252,1226,91,6.3,97,73,100,84,3,12
253,55.5,81,19.1,82,73,100,80,4.75,3
254,287.22,85,3.5,86,53,89,66,101.05,5
255,283,83,20.3,84,73,89,75,13,4
256,825.8,90,5.9,91,60,78,69,123.2,6
257,335.58,65,8.9,66,73,78,80,3.75,11
258,224,78,3.9,79,73,78,84,1.75,96
259,581,83,15.6,84,50,89,66,116,2
260,130.75,56,10.8,56,83,78,91,3.5,4
261,203,72,22.1,72,83,89,91,3,58
262,272.43,85,1.9,86,53,89,66,69.39,7
263,333.52,86,3,86,53,89,66,111.26,11
264,121,91,7.9,97,73,78,84,10,12
265,102,90,18.6,97,73,78,80,1,92
266,330.19,92,8.6,97,67,100,77,17.13,64
267,77.9,91,17.1,97,73,78,62,20.57,36
268,111,98,0.8,100,67,100,77,27,93
269,214.62,32,2.3,32,53,78,66,57.39,3
270,463.6,91,2,91,73,100,84,98.4,41
271,854,96,14.7,99,73,100,84,1,87
272,540.5,72,3.7,72,67,89,72,35,90
273,905,96,1.6,99,73,78,84,3,4
274,158.8,87,5.8,96,73,78,80,30.8,6
275,109.75,70,11.4,70,73,78,80,61.25,96
276,664,83,11.4,84,53,89,66,2,6
277,1529,72,5.3,72,83,89,91,6,8
278,95.25,99,16.3,100,73,78,80,1,35
279,146.83,85,2.1,95,83,89,91,95.58,7
280,382.71,27,5.7,28,73,89,80,62.92,36
281,322.33,99,9,100,73,89,62,18.66,8
282,599,85,10.3,95,73,78,84,2,35
283,235.4,87,1.4,95,73,100,84,10,41
284,2836.25,79,2.4,79,73,67,84,78.75,7
285,202,98,9.7,99,80,78,87,43,94
286,71.75,59,1.2,60,67,100,77,4.5,38
287,312,88,3,96,73,100,84,47,11
288,248.4,98,1.4,99,58,100,75,10.2,37
289,298.83,46,7.7,46,83,89,91,114,91
290,474.91,91,5.8,97,60,78,74,162.87,86
291,142,39,6.3,40,73,89,84,6.12,88
292,262.5,89,5.3,96,73,100,80,18,60
293,443,98,10.1,100,58,100,75,5.8,39
294,255.08,12,8.1,13,53,78,71,6.34,62
295,245.8,89,1.2,96,73,100,84,7.4,34
296,409.5,86,1.7,87,58,100,69,173.5,91
297,1730,72,2,72,67,89,72,245.5,9
298,235.9,61,4,61,73,67,84,86.9,88
299,293,99,27.8,100,73,100,80,13,5
300,372.25,66,4.7,66,80,89,83,77.83,8
301,104.5,86,23.5,86,73,89,80,2,5
302,305.37,87,8,87,67,100,77,90.95,7
303,138.5,86,21.4,86,73,89,84,2,94
304,227,97,15.7,99,80,100,87,3,2
305,189,83,26.5,84,83,89,91,6,10
306,126,83,31.4,84,83,89,91,3,67
307,80.55,94,13.6,94,60,89,54,26.19,92
308,211,86,14.3,95,73,100,84,8.6,41
309,220.4,85,15.6,95,58,100,75,5.8,39
310,305,86,21.7,95,73,100,84,1,4
311,1235,88,3.6,96,42,89,62,10.17,10
312,238,87,3.8,96,80,89,65,1.17,64
313,195,89,0.8,96,73,100,84,6.4,42
314,115,98,17.9,100,73,100,83,2,9
315,447.2,90,4.2,91,73,78,84,16.2,2
316,367.4,85,4.4,95,73,100,84,6,35
317,786.5,67,4.8,67,50,89,66,133,7
318,289,86,0.4,87,80,100,87,1,2
319,220.2,93,14.2,98,73,100,84,9,34
320,127.75,94,4.1,98,73,100,84,1.25,91
321,231,83,19.6,84,83,89,91,8,35
322,620.25,91,8.5,97,78,78,89,13.75,8
323,158.25,93,13.9,98,73,78,84,19.87,95
324,445.43,96,8.8,99,80,78,83,6.14,91
325,1255.12,97,2.2,97,60,78,74,523.88,10
326,541,100,21.6,100,83,89,91,16,60
327,266.33,85,1.1,95,67,78,85,11.44,7
328,151,83,24,84,78,89,89,15,64
329,115.4,97,10.1,99,67,78,77,59.36,59
330,1832.67,89,3.3,96,67,100,77,4,10
331,295.67,73,4,74,73,89,80,152.17,95
332,345,72,10.3,72,83,89,93,2,12
333,222.6,85,1,95,58,100,75,8.4,33
334,135.27,81,1.5,81,60,67,79,2.87,11
335,157.5,86,16.4,86,73,89,84,1.5,32
336,446.23,90,6.2,97,60,78,79,1.08,93
337,275,88,4,96,50,78,66,20,8
338,170.67,96,2.6,99,73,89,84,34,90
339,328.5,46,4.1,47,73,78,84,14,11
340,407,78,4.2,79,73,78,80,48.25,24
341,308,93,12.9,98,78,78,89,1,11
342,281.91,86,4.4,86,53,89,66,86.61,8
343,368,90,12.2,97,60,78,74,14.2,10
344,412.25,89,6.1,89,73,89,62,195.75,97
345,399.6,52,1.5,53,67,89,72,227.8,82
346,275,83,23.6,84,83,89,91,4,5
347,117,86,20,86,73,89,84,2.5,2
348,98.25,90,1.7,96,73,100,80,2.25,36
349,349,91,21.3,97,58,100,75,1,9
350,486.4,81,2.2,81,60,67,79,4,6
351,213,100,1.3,100,58,100,75,8.6,38
352,130,89,24.5,96,67,100,82,1,95
353,208.6,88,14.2,96,73,100,84,7.6,31
354,123.92,66,3.6,66,73,89,80,3.75,9
355,517.67,63,6.3,63,67,78,82,9.34,11
356,654.41,87,3.7,95,53,89,50,2.2,16
357,210.5,72,8.3,72,80,100,78,6.5,96
358,82,90,18.9,97,73,89,62,1,2
359,238.5,73,7.4,74,73,89,80,72.83,8
360,322,91,19.6,97,73,100,80,109,10
361,103.25,93,20,98,73,78,84,1,86
362,238.04,48,7.1,49,67,89,77,61.93,40
363,177,83,17.2,84,73,89,84,18,8
364,260,83,15.5,84,73,89,84,10,11
365,182,83,20.4,84,83,89,91,6,5
366,175.6,51,6.4,51,80,100,87,12.4,63
367,233,89,1.6,96,73,100,84,8.8,31
368,50.75,56,8.6,56,80,89,83,6,33
369,152,96,24.2,99,73,78,80,12,5
370,325.25,56,8.1,56,67,78,85,56.5,7
371,1425.75,78,3.9,79,73,78,84,28.75,4
372,203.8,93,1.9,98,73,100,84,9.4,37
373,149.5,94,13.3,98,73,100,80,4,9
374,4637.61,30,0.5,30,67,67,82,4140.35,8
375,440.75,89,1.3,96,73,78,84,13,11
376,994,99,4.6,100,73,100,84,634.5,8
377,155,83,21.3,84,80,78,87,5,10
378,137.71,79,2.4,80,67,78,82,9.21,56
379,434.83,66,3,66,80,89,83,62.58,3
380,374.2,93,1,98,67,100,82,60.6,3
381,1342,94,10,98,73,78,84,83,2
382,151.22,93,13.6,93,73,78,62,1.44,11
383,246.6,92,3,97,73,100,84,43.4,5
384,130,94,15.5,98,73,78,80,1.2,91
385,324,83,16,84,83,89,93,7,8
386,186,86,11.3,86,60,89,69,6.5,5
387,2909.47,94,1.3,98,67,100,82,34.68,7
388,331,91,23.2,97,73,100,80,22,3
389,375,93,11.2,98,73,100,84,9.8,42
390,485.6,94,9.6,98,73,100,84,7.6,37
391,173,83,11.5,84,73,89,75,20,5
392,733.08,30,4.4,30,73,78,84,1.33,7
393,221,18,4.3,18,60,78,79,11.35,2
394,97.33,88,1.7,96,73,78,80,1.33,59
395,178.5,72,13.2,72,67,89,85,8,5
396,315.5,86,13.6,86,80,89,87,2,10
397,278.75,86,9.2,95,83,89,91,1.75,1
398,288.8,51,5.9,51,83,89,91,3.8,58
399,99,60,0.8,60,53,89,66,3.75,5
400,359.15,51,5,52,60,89,74,3.93,67
401,1189.5,72,7.2,72,78,89,89,2,5
402,427.2,96,4.2,99,73,78,80,116.8,7
403,213.82,59,8.3,59,67,67,77,68.89,87
404,524,94,22.5,98,67,89,85,22,65
405,149,96,33.9,99,58,100,75,43,12
406,102,86,17.3,86,80,89,87,59.5,92
407,147.75,78,13.7,78,73,89,84,2.25,9
408,49.53,53,15,54,60,89,69,0.82,32
409,498.67,90,6.3,96,73,78,84,9.34,10
410,251.6,92,0.9,97,67,100,82,41.6,2
411,386.71,45,6,46,67,89,77,29.26,40
412,198,97,1,99,73,100,84,8,31
413,184.5,90,9.4,97,60,78,69,33.62,88
414,76,98,23.4,99,50,89,77,2,5
415,3698.04,60,1.1,61,67,89,77,76.79,7
416,216,93,7.5,98,73,100,80,1.5,9
417,198.8,100,1.4,100,73,100,84,6.8,32
418,306,90,5.5,97,73,100,80,14.5,64
419,2938.5,72,2.9,72,73,78,84,344.5,38
420,1783.25,93,1.9,93,53,67,50,14.25,7
421,111,72,15,72,83,89,91,6.5,8
422,1019.75,99,4.5,97,73,100,84,868.25,32
423,555,83,5.6,84,73,89,84,111,4
424,150.5,92,16.2,97,73,78,80,1,12
425,353.75,66,3.5,66,80,89,83,67.25,3
426,75.22,93,18.2,98,67,78,72,21.55,25
427,96.67,92,3.9,97,58,100,75,13.67,87
428,477,94,14.2,98,73,78,84,2,4
429,42.5,72,14.1,72,73,78,84,3.5,6
430,115,86,8.8,86,73,78,84,61.5,34
431,70.86,42,7.6,43,78,89,89,3.43,6
432,317,93,12.1,98,73,100,84,10.6,36
433,140,95,16.4,98,73,78,84,34,38
434,223.33,97,2.2,99,73,89,87,67,4
435,121.33,90,10,97,73,78,84,8.33,5
436,126,97,31.5,99,58,100,75,14,62
437,1238.17,47,3.4,47,72,78,86,43.45,64
438,105.92,9,9.3,10,67,89,77,54.08,11
439,349.07,95,9.1,96,67,100,77,5.4,63
440,178.4,87,9.7,96,73,89,62,65.8,10
441,207,25,8.8,26,67,89,72,91.93,35
442,300,88,28,96,73,100,80,14,8
443,157,90,22.9,96,73,100,80,1,10
444,321.5,56,3.7,57,67,78,85,14.25,1
445,200,87,1.2,96,58,100,75,8.6,32
446,162,98,13,100,73,89,75,1,3
447,66,83,33.4,84,78,89,89,2,5
448,122,99,34.3,100,73,78,84,8,12
449,90,85,31.1,95,60,89,79,1,89
450,169.75,69,8.1,70,60,78,74,11.75,34
451,314.62,96,5.9,99,83,78,91,70.24,1
452,211.25,89,10.9,89,67,78,72,152.75,9
453,83,91,19,97,80,100,83,1,41
454,286,93,9.4,98,73,78,84,16,87
455,121.46,61,13.9,62,67,89,77,9.15,5
456,195,83,34.7,84,80,78,83,107,6
457,234.83,73,3.5,74,73,78,88,115.5,3
458,3150,98,2.9,100,73,78,84,31,93
459,175.67,73,5.5,74,73,89,84,56.5,2
460,345,98,24.4,100,89,100,93,21,40
461,189.57,43,3,44,73,89,75,6,1
462,99,99,31.1,100,73,100,84,2,2
463,186,83,25,84,83,89,91,4,4
464,133.17,94,13.9,95,73,100,80,6.59,62
465,152,96,4.9,99,60,100,79,51,73
466,538,97,15.8,99,58,89,75,9,6
467,199.4,99,2.2,100,73,100,84,7.6,38
468,293.8,93,12.9,98,73,100,84,8,38
469,413.5,98,11.4,100,80,89,78,4.5,36
470,314.15,100,6.7,100,60,100,79,18.05,8
471,104.75,89,19.4,96,73,78,80,1.5,96
472,225.2,100,14,100,73,100,84,10.4,35
473,444,83,13.2,84,73,89,84,24,63
474,249.08,12,8.7,12,53,78,71,7.23,64
475,261.09,85,5.4,86,53,89,66,69.13,1
476,2779.5,28,1.5,28,60,89,69,1.38,11
477,275.5,71,7.2,72,78,89,89,124.5,2
478,3007.25,79,2.3,79,73,67,84,105.75,4
479,146.5,72,14.2,72,83,89,91,3.5,6
480,163,85,1.8,95,60,100,74,42.33,5
481,330,83,15.6,84,67,78,72,3,8
482,193,88,1.6,96,73,100,84,8.6,37
483,214.4,89,14.6,96,73,100,84,6.6,35
484,125,86,9.4,86,73,78,84,3,7
485,329.8,51,6,51,73,89,75,30.6,6
486,3166,72,3.7,72,83,89,91,1.5,57
487,216.6,94,1.8,98,73,100,84,7.8,32
488,115.4,96,18.7,99,80,78,87,1.4,93
489,338,72,10.5,72,73,100,84,156.5,5
490,831.36,64,2,65,80,67,87,95.36,7
491,92.5,78,11.9,78,73,89,84,4.5,38
492,118.1,45,2.4,46,67,78,72,3.35,65
493,199.17,56,7.3,56,67,78,77,55.5,6
494,158.9,61,3.5,61,67,78,72,41,8
495,386.4,100,3.6,100,73,100,84,4.8,40
496,167,72,15.4,72,78,89,89,7,9
497,398.17,66,2.8,66,80,89,83,70.75,5
498,273.6,88,13,96,73,100,84,7.4,32
499,190,98,3.7,99,89,78,93,17.75,6
500,1201,83,12,84,78,89,89,2,38
501,668.75,79,2.6,79,73,67,80,35.75,5
502,145.25,56,11.8,56,78,78,89,4.75,7
503,208.5,100,11.3,100,80,89,65,50.5,35
504,305.4,89,1.4,96,50,100,72,40,4
505,99,88,0.7,96,73,100,75,53,92
506,539.72,23,4,24,60,78,83,146.94,10
507,929,86,5.3,86,73,78,80,68,9
508,401.14,43,4.1,43,83,89,91,9.57,35
509,224,75,14.8,76,78,89,89,3.33,8
510,424.57,50,1.7,51,73,89,80,328.57,88
511,164.5,72,12.5,72,73,100,84,5.5,5
512,292,100,9.3,100,73,100,80,111,7
513,729,94,15.2,98,73,100,80,480,9
514,122.93,93,16,98,60,100,74,12.5,67
515,253,100,10.6,100,67,100,72,18,63
516,277.4,93,1,98,73,100,84,11.2,39
517,81,70,8.5,70,73,89,84,38.75,11
518,379.78,85,2.3,85,53,89,66,106.04,10
519,170.25,56,4.2,57,60,100,79,8.5,36
520,79,83,32,84,78,89,89,3,67
521,114.33,85,16.2,95,73,100,84,13,39
522,402.78,87,6.9,95,60,78,74,132.63,89
523,128.5,72,21.7,72,78,89,89,8.5,6
524,83,87,15.2,96,73,78,62,1,93
525,41,83,24,84,60,89,74,3,65
526,725.63,88,3.5,96,67,78,77,1.47,96
527,136.4,90,5.9,91,73,78,84,10.8,10
528,68.57,43,4.4,43,78,89,89,2.86,8
529,217.5,78,9.5,78,73,89,80,55.25,9
530,603.5,85,10.7,86,73,89,84,473.5,92
531,137.75,79,2.4,79,67,78,72,100,39
532,149,96,24.2,99,89,78,93,1.5,7
533,641.5,96,4.4,99,73,78,84,33.5,87
534,68,97,5.1,99,73,89,84,1,95
535,333,83,21.9,84,83,89,91,7,12
536,205,65,9.8,66,73,67,84,27.42,42
537,123.45,86,7.2,87,67,100,77,5.8,7
538,98.4,93,18.9,98,73,78,62,23.8,39
539,287,89,12,96,67,100,82,1,35
540,235,83,23.5,84,67,78,72,1,7
541,134,83,22.5,84,83,89,91,9,4
542,350.5,86,12,86,73,89,84,55.5,6
543,214,85,1.4,95,73,100,84,10.8,38
544,189.5,72,14.9,72,83,89,91,7.5,56
545,461,98,6.7,100,60,100,74,14.57,86
546,211,87,24.6,96,73,100,84,1,5
547,123,78,10.4,78,73,89,84,3.5,7
548,227.53,90,7.1,90,67,100,77,40.16,2
549,126.83,100,15.7,100,67,78,77,1,93
550,262.5,86,4.2,95,73,100,80,17.25,65
551,69,56,8,56,83,89,91,8.25,2
552,192,83,24,84,83,89,91,8,67
553,216.5,89,5.2,90,60,89,69,77,3
554,247.8,99,6.5,100,73,89,62,1.2,5
555,287.67,63,6.9,63,73,89,75,11.34,37
556,154.1,53,8.6,54,67,89,77,72.62,4
557,514.5,86,1.4,95,73,78,62,15,36
558,222,73,6.8,74,73,89,80,84.67,9
559,161,98,17.6,100,73,78,62,50.2,91
560,117,83,23.3,84,67,89,82,4,5
561,126.25,100,3.6,100,60,100,74,39.5,32
562,101,86,22.5,86,73,89,80,2.5,6
563,291,88,1.9,96,73,78,75,137,8
564,211,22,9.2,23,73,89,80,9.05,10
565,172.57,90,9.7,97,67,100,66,10.24,91
566,138.07,30,1.7,30,72,89,86,2,11
567,205.31,56,7.1,57,67,78,77,90.07,93
568,166.6,51,5.8,51,73,78,84,13.4,65
569,470.43,43,4.5,43,78,78,89,8.29,2
570,288.87,84,2.1,84,53,89,66,94.7,6
571,81,100,2,100,80,78,65,2,11
572,404.5,99,3.4,100,73,89,62,37,2
573,225,85,22.9,95,73,100,80,109,4
574,260.6,100,13.5,100,67,100,82,42.4,2
